#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ATP5F1D	ATP5F1A	9606.ENSP00000215375	9606.ENSP00000381736	0	0.906	0.980	0.772	0.999
ATP5F1E	ATP5F1D	9606.ENSP00000243997	9606.ENSP00000215375	0	0.898	0.967	0.362	0.997
ATP5F1E	ATP5MC2	9606.ENSP00000243997	9606.ENSP00000499883	0	0.746	0.540	0	0.878
ATP5F1E	ATP5MC3	9606.ENSP00000243997	9606.ENSP00000284727	0	0.747	0.540	0.192	0.897
ATP5F1E	ATP5MC1	9606.ENSP00000243997	9606.ENSP00000377033	0	0.749	0.720	0	0.926
ATP5F1E	ATP5PO	9606.ENSP00000243997	9606.ENSP00000290299	0	0.505	0.944	0.232	0.977
ATP5F1E	MT-ATP8	9606.ENSP00000243997	9606.ENSP00000355265	0	0.378	0.967	0	0.979
ATP5F1E	ATP5PF	9606.ENSP00000243997	9606.ENSP00000389649	0	0.921	0.900	0	0.991
ATP5F1E	MT-ATP6	9606.ENSP00000243997	9606.ENSP00000354632	0	0.749	0.967	0.144	0.992
ATP5F1E	ATP5PD	9606.ENSP00000243997	9606.ENSP00000301587	0	0.749	0.967	0.287	0.993
ATP5F1E	ATP5PB	9606.ENSP00000243997	9606.ENSP00000358737	0	0.749	0.967	0.270	0.993
ATP5F1E	ATP5F1B	9606.ENSP00000243997	9606.ENSP00000262030	0	0.560	0.967	0.594	0.993
ATP5F1E	ATP5F1C	9606.ENSP00000243997	9606.ENSP00000349142	0	0.759	0.967	0.441	0.995
ATP5F1E	ATP5F1A	9606.ENSP00000243997	9606.ENSP00000381736	0	0.775	0.967	0.573	0.996
ATP5MC1	ATP5F1D	9606.ENSP00000377033	9606.ENSP00000215375	0	0.741	0.856	0.298	0.971
ATP5MC1	ATP5F1E	9606.ENSP00000377033	9606.ENSP00000243997	0	0.749	0.720	0	0.926
ATP5MC1	ATP5F1B	9606.ENSP00000377033	9606.ENSP00000262030	0	0.606	0.734	0.204	0.909
ATP5MC1	ATP5MC3	9606.ENSP00000377033	9606.ENSP00000284727	0	0.749	0.900	0.373	0.982
ATP5MC1	ATP5PO	9606.ENSP00000377033	9606.ENSP00000290299	0	0.496	0.820	0.194	0.920
ATP5MC1	ATP5PD	9606.ENSP00000377033	9606.ENSP00000301587	0	0.749	0.800	0.098	0.950
ATP5MC1	MAPT	9606.ENSP00000377033	9606.ENSP00000340820	0	0	0	0.562	0.562
ATP5MC1	ATP5F1C	9606.ENSP00000377033	9606.ENSP00000349142	0	0.771	0.856	0.403	0.978
ATP5MC1	MT-ATP6	9606.ENSP00000377033	9606.ENSP00000354632	0	0.749	0.897	0.315	0.980
ATP5MC1	MT-ATP8	9606.ENSP00000377033	9606.ENSP00000355265	0	0.749	0.800	0	0.947
ATP5MC1	ATP5PB	9606.ENSP00000377033	9606.ENSP00000358737	0	0.749	0.800	0	0.947
ATP5MC1	ATP5PF	9606.ENSP00000377033	9606.ENSP00000389649	0	0.774	0.800	0	0.953
ATP5MC1	ATP5MC2	9606.ENSP00000377033	9606.ENSP00000499883	0	0.749	0.900	0	0.973
ATP5MC1	ATP5F1A	9606.ENSP00000377033	9606.ENSP00000381736	0	0.518	0.856	0.703	0.977
ATP5MC2	ATP5F1D	9606.ENSP00000499883	9606.ENSP00000215375	0	0.747	0.764	0.298	0.954
ATP5MC2	ATP5F1E	9606.ENSP00000499883	9606.ENSP00000243997	0	0.746	0.540	0	0.878
ATP5MC2	ATP5F1B	9606.ENSP00000499883	9606.ENSP00000262030	0	0.720	0.563	0.204	0.894
ATP5MC2	ATP5MC3	9606.ENSP00000499883	9606.ENSP00000284727	0	0.749	0.900	0.359	0.982
ATP5MC2	ATP5PO	9606.ENSP00000499883	9606.ENSP00000290299	0	0.451	0.705	0.194	0.858
ATP5MC2	ATP5PD	9606.ENSP00000499883	9606.ENSP00000301587	0	0.733	0.800	0.098	0.947
ATP5MC2	MAPT	9606.ENSP00000499883	9606.ENSP00000340820	0	0	0	0.563	0.563
ATP5MC2	ATP5F1C	9606.ENSP00000499883	9606.ENSP00000349142	0	0.747	0.764	0.279	0.953
ATP5MC2	MT-ATP6	9606.ENSP00000499883	9606.ENSP00000354632	0	0.697	0.897	0.315	0.976
ATP5MC2	MT-ATP8	9606.ENSP00000499883	9606.ENSP00000355265	0	0.508	0.800	0	0.897
ATP5MC2	ATP5PB	9606.ENSP00000499883	9606.ENSP00000358737	0	0.733	0.800	0	0.944
ATP5MC2	ATP5MC1	9606.ENSP00000499883	9606.ENSP00000377033	0	0.749	0.900	0	0.973
ATP5MC2	ATP5F1A	9606.ENSP00000499883	9606.ENSP00000381736	0	0.719	0.764	0.282	0.948
ATP5MC2	ATP5PF	9606.ENSP00000499883	9606.ENSP00000389649	0	0.720	0.800	0	0.941
ATP5MC3	ATP5F1D	9606.ENSP00000284727	9606.ENSP00000215375	0	0.856	0.764	0.541	0.983
ATP5MC3	ATP5F1E	9606.ENSP00000284727	9606.ENSP00000243997	0	0.747	0.540	0.192	0.897
ATP5MC3	ATP5F1B	9606.ENSP00000284727	9606.ENSP00000262030	0	0.752	0.563	0.493	0.940
ATP5MC3	MAPT	9606.ENSP00000284727	9606.ENSP00000340820	0	0	0	0.563	0.563
ATP5MC3	ATP5PO	9606.ENSP00000284727	9606.ENSP00000290299	0	0.456	0.705	0.365	0.889
ATP5MC3	MT-ATP8	9606.ENSP00000284727	9606.ENSP00000355265	0	0.513	0.800	0	0.898
ATP5MC3	ATP5F1A	9606.ENSP00000284727	9606.ENSP00000381736	0	0.720	0.764	0.397	0.956
ATP5MC3	ATP5PB	9606.ENSP00000284727	9606.ENSP00000358737	0	0.734	0.800	0.252	0.956
